"sf__Id","sf__Created",ChargeMap__c,Product__c,Name,LineDescription__c,BillingSchedule__c,Term__c,Quantity__c,Sales_unit_price__c,Amount__c,Status__c,StartDateRevRec__c,End_date__c,CurrencyIsoCode,PO_Required__c,Activated__c
"a01ci00000Ux3DeAAJ","true","a02ci00000Mob9QAAR","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DfAAJ","true","a02ci00000Mob9RAAR","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DgAAJ","true","a02ci00000Mob9SAAR","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","2232.0","2232.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DhAAJ","true","a02ci00000Mob9TAAR","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","2500.0","2500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DiAAJ","true","a02ci00000Mob9UAAR","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DjAAJ","true","a02ci00000Mob9VAAR","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DkAAJ","true","a02ci00000Mob9WAAR","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DlAAJ","true","a02ci00000Mob9XAAR","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DmAAJ","true","a02ci00000Mob9YAAR","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DnAAJ","true","a02ci00000Mob9ZAAR","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DoAAJ","true","a02ci00000Mob9aAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DpAAJ","true","a02ci00000Mob9bAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DqAAJ","true","a02ci00000Mob9cAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","6000.0","6000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DrAAJ","true","a02ci00000Mob9dAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DsAAJ","true","a02ci00000Mob9eAAB","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","5000.0","5000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DtAAJ","true","a02ci00000Mob9fAAB","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DuAAJ","true","a02ci00000Mob9gAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1500.0","1500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DvAAJ","true","a02ci00000Mob9hAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DwAAJ","true","a02ci00000Mob9iAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","5000.0","5000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DxAAJ","true","a02ci00000Mob9jAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DyAAJ","true","a02ci00000Mob9kAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3DzAAJ","true","a02ci00000Mob9lAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1500.0","1500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E0AAJ","true","a02ci00000Mob9mAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E1AAJ","true","a02ci00000Mob9nAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E2AAJ","true","a02ci00000Mob9oAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","2000.0","2000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E3AAJ","true","a02ci00000Mob9pAAB","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","3840.0","3840.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E4AAJ","true","a02ci00000Mob9qAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E5AAJ","true","a02ci00000Mob9rAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1500.0","1500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E6AAJ","true","a02ci00000Mob9sAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E7AAJ","true","a02ci00000Mob9tAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E8AAJ","true","a02ci00000Mob9uAAB","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","1080.0","1080.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3E9AAJ","true","a02ci00000Mob9vAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EAAAZ","true","a02ci00000Mob9wAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EBAAZ","true","a02ci00000Mob9xAAB","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ECAAZ","true","a02ci00000Mob9yAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EDAAZ","true","a02ci00000Mob9zAAB","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EEAAZ","true","a02ci00000MobA0AAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EFAAZ","true","a02ci00000MobA1AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EGAAZ","true","a02ci00000MobA2AAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EHAAZ","true","a02ci00000MobA3AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Biannual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EIAAZ","true","a02ci00000MobA4AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EJAAZ","true","a02ci00000MobA5AAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EKAAZ","true","a02ci00000MobA6AAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ELAAZ","true","a02ci00000MobA6AAJ","01tIV00000GOfPAYA1","Licence BI - Consultation","","Annual","In advance","1.0","1800.0","1800.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EMAAZ","true","a02ci00000MobA7AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ENAAZ","true","a02ci00000MobA8AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","5000.0","5000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EOAAZ","true","a02ci00000MobA9AAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EPAAZ","true","a02ci00000MobAAAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EQAAZ","true","a02ci00000MobABAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ERAAZ","true","a02ci00000MobACAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","2000.0","2000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ESAAZ","true","a02ci00000MobADAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ETAAZ","true","a02ci00000MobAEAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EUAAZ","true","a02ci00000MobAFAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","CONSTELLIUM NEUF BRISACH","Annual","In advance","1.0","3500.0","3500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EVAAZ","true","a02ci00000MobAFAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","GOODYEAR DUNLOP TIRES France","Annual","In advance","1.0","1500.0","1500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EWAAZ","true","a02ci00000MobAFAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","PARAGON WESTERN EUROPE","Annual","In advance","1.0","8000.0","8000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EXAAZ","true","a02ci00000MobAGAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EYAAZ","true","a02ci00000MobAHAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EZAAZ","true","a02ci00000MobAIAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EaAAJ","true","a02ci00000MobAJAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EbAAJ","true","a02ci00000MobAKAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","2000.0","2000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EcAAJ","true","a02ci00000MobALAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EdAAJ","true","a02ci00000MobAMAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EeAAJ","true","a02ci00000MobANAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EfAAJ","true","a02ci00000MobAOAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EgAAJ","true","a02ci00000MobAPAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EhAAJ","true","a02ci00000MobAQAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EiAAJ","true","a02ci00000MobARAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EjAAJ","true","a02ci00000MobASAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EkAAJ","true","a02ci00000MobATAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ElAAJ","true","a02ci00000MobAUAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EmAAJ","true","a02ci00000MobAVAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","21000.0","21000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EnAAJ","true","a02ci00000MobAWAAZ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","5000.0","5000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EoAAJ","true","a02ci00000MobAXAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EpAAJ","true","a02ci00000MobAYAAZ","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","1800.0","1800.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EqAAJ","true","a02ci00000MobAZAAZ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ErAAJ","true","a02ci00000MobAaAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","3500.0","3500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EsAAJ","true","a02ci00000MobAbAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EtAAJ","true","a02ci00000MobAbAAJ","01tIV00000GOfPAYA1","Licence BI - Consultation","","Annual","In advance","1.0","600.0","600.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EuAAJ","true","a02ci00000MobAbAAJ","01tIV00000GOfPFYA1","Maintenance SSO","","Annual","In advance","1.0","750.0","750.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EvAAJ","true","a02ci00000MobAcAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","2500.0","2500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EwAAJ","true","a02ci00000MobAdAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","4000.0","4000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ExAAJ","true","a02ci00000MobAeAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EyAAJ","true","a02ci00000MobAfAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3EzAAJ","true","a02ci00000MobAgAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F0AAJ","true","a02ci00000MobAhAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","4500.0","4500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F1AAJ","true","a02ci00000MobAhAAJ","01tIV00000GOfPAYA1","Licence BI - Consultation","","Annual","In advance","1.0","1200.0","1200.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F2AAJ","true","a02ci00000MobAhAAJ","01tIV00000GOfPFYA1","Maintenance SSO","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F3AAJ","true","a02ci00000MobAiAAJ","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","2232.0","2232.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F4AAJ","true","a02ci00000MobAjAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F5AAJ","true","a02ci00000MobAkAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3F6AAJ","true","a02ci00000MobAlAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","REMY MARTIN","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ILAAZ","true","a02ci00000MobAlAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","COINTREAU","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IMAAZ","true","a02ci00000MobAmAAJ","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","1800.0","1800.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3INAAZ","true","a02ci00000MobAnAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IOAAZ","true","a02ci00000MobAoAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IPAAZ","true","a02ci00000MobApAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","3500.0","3500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IQAAZ","true","a02ci00000MobAqAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IRAAZ","true","a02ci00000MobAqAAJ","01tIV00000GOfPAYA1","Licence BI - Consultation","","Annual","In advance","1.0","1200.0","1200.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ISAAZ","true","a02ci00000MobArAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","3000.0","3000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3ITAAZ","true","a02ci00000MobAsAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IUAAZ","true","a02ci00000MobAtAAJ","01tIV00000GOfP6YAL","Redevance d'utilisation - ETP EU","","Annual","In advance","1.0","3600.0","3600.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IVAAZ","true","a02ci00000MobAuAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IWAAZ","true","a02ci00000MobAvAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IXAAZ","true","a02ci00000MobAwAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","2000.0","2000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IYAAZ","true","a02ci00000MobAxAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IZAAZ","true","a02ci00000MobAyAAJ","01tIV00000GyVCbYAN","Redevance d'utilisation - Tranche 25 ETP - Cas 2","","Annual","In advance","1.0","2000.0","2000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IaAAJ","true","a02ci00000MobCbAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","500.0","500.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IbAAJ","true","a02ci00000MobCcAAJ","01tIV00000GOfP1YAL","Redevance d'utilisation - Tranche 25 ETP - Cas 1","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
"a01ci00000Ux3IcAAJ","true","a02ci00000MobCcAAJ","01tIV00000GOfPFYA1","Maintenance SSO","","Annual","In advance","1.0","1000.0","1000.0","Backlog","2026-01-01","2026-12-31","EUR","false","false"
